url_length,hostname_length,path_length,query_length,num_dots,num_hyphens,num_underscores,num_slashes,num_at_symbol,num_question_marks,num_equals,num_ampersand,num_percent,num_digits,digit_ratio,has_https,has_ip_address,subdomain_depth,path_depth,hostname_has_hyphen,tld_in_path,shannon_entropy,suspicious_keyword_count,Label
41,32,1,0,2,2,0,3,0,0,0,0,0,3,0.07317073170731707,1,0,1,0,1,0,4.308294687333843,0,1
77,14,55,0,2,4,0,5,0,0,0,0,0,0,0.0,1,0,1,3,0,0,4.3072536332712446,0,0
47,14,25,0,2,3,0,5,0,0,0,0,0,1,0.02127659574468085,1,0,1,2,0,0,4.169618980830811,0,0
70,14,48,0,3,7,0,4,0,0,0,0,0,2,0.02857142857142857,1,0,1,2,0,0,4.431997303366756,0,0
87,19,60,0,2,1,0,5,0,0,0,0,0,7,0.08045977011494253,1,0,0,3,1,0,5.323586277627415,0,1
51,20,23,0,3,0,0,5,0,0,0,0,0,2,0.0392156862745098,1,0,1,3,0,0,4.194306165790042,0,1
96,15,73,0,2,9,0,4,0,0,0,0,0,0,0.0,1,0,1,2,0,0,4.408170281719109,0,0
38,29,1,0,1,0,0,3,0,0,0,0,0,2,0.05263157894736842,1,0,0,0,0,0,3.932817817363661,0,1
57,19,30,0,1,0,0,7,0,0,0,0,0,8,0.14035087719298245,1,0,0,4,0,0,4.393278498182811,0,0
38,13,1,15,1,0,1,3,0,1,1,0,0,6,0.15789473684210525,1,0,0,0,0,0,4.481627106107698,0,0
29,8,1,11,1,0,0,3,0,1,1,0,0,1,0.034482758620689655,1,0,0,0,0,0,4.116264615668023,0,0
175,12,155,0,3,19,0,3,0,0,0,0,0,16,0.09142857142857143,1,0,1,1,0,0,4.6189089633841744,0,0
92,19,65,0,1,1,0,4,0,0,0,0,0,11,0.11956521739130435,1,0,0,2,1,0,4.832008597983301,0,1
37,28,1,0,2,0,0,3,0,0,0,0,0,1,0.02702702702702703,1,0,1,0,0,0,4.168120257170011,0,1
43,16,19,0,2,0,1,4,0,0,0,0,0,4,0.09302325581395349,1,0,1,2,0,0,4.08267318468309,0,0
63,13,42,0,2,3,0,6,0,0,0,0,0,0,0.0,1,0,1,4,0,0,4.159354129643077,0,0
44,18,18,0,2,0,0,4,0,0,0,0,0,0,0.0,1,0,1,2,0,0,4.036040925839782,0,0
40,26,7,0,2,1,0,4,0,0,0,0,0,0,0.0,0,0,1,1,1,0,4.184183719779188,0,1
127,22,49,0,6,2,0,5,0,1,4,0,2,27,0.2125984251968504,0,0,1,3,1,0,5.400008510156422,0,0
84,76,0,0,3,1,0,2,0,0,0,0,0,8,0.09523809523809523,1,0,2,0,1,0,4.768772227005605,0,1
45,36,1,0,2,0,0,3,0,0,0,0,0,0,0.0,1,0,1,0,0,0,3.9857544849781785,0,1
93,19,66,0,1,1,0,5,0,0,0,0,0,3,0.03225806451612903,1,0,0,2,1,0,4.785321688547325,0,1
36,15,13,0,2,0,0,3,0,0,0,0,0,0,0.0,1,0,1,1,0,0,4.141604167868594,1,0
129,18,49,53,2,1,0,6,0,1,2,1,0,20,0.15503875968992248,1,0,1,4,0,0,5.454581860168861,0,0
27,18,1,0,2,1,0,3,0,0,0,0,0,2,0.07407407407407407,1,0,1,0,1,0,4.032303242743954,0,1
50,17,25,0,2,1,0,6,0,0,0,0,0,0,0.0,1,0,1,3,0,0,4.225979129983103,0,0
52,12,32,0,3,3,0,4,0,0,0,0,0,4,0.07692307692307693,1,0,1,2,0,0,4.15421610287363,0,0
124,14,102,0,2,10,0,6,0,0,0,0,0,4,0.03225806451612903,1,0,1,3,0,0,4.377707206813562,0,0
126,10,21,86,1,39,4,3,0,1,1,0,0,3,0.023809523809523808,1,0,0,1,0,0,4.0338433286017175,0,0
100,18,74,0,2,7,0,5,0,0,0,0,0,0,0.0,1,0,1,2,0,0,4.26525408799638,0,0
25,11,6,0,1,0,0,3,0,0,0,0,0,1,0.04,1,0,0,1,0,0,3.7336606896881848,0,1
80,7,65,0,1,0,0,4,0,0,0,0,0,6,0.075,1,0,0,2,0,0,4.675070520364183,0,1
175,15,108,43,2,5,3,7,0,1,3,2,0,19,0.10857142857142857,1,0,1,5,0,0,5.51920879309711,0,1
54,45,1,0,3,2,0,3,0,0,0,0,0,3,0.05555555555555555,1,0,2,0,1,0,4.360735418549686,0,1
52,15,29,0,3,2,0,3,0,0,0,0,0,0,0.0,1,0,1,1,0,0,4.183250237572225,0,0
46,14,24,0,2,0,0,7,0,0,0,0,0,4,0.08695652173913043,1,0,1,5,0,0,4.351471804733238,0,0
78,16,54,0,5,0,0,8,1,0,0,0,0,3,0.038461538461538464,1,0,1,6,0,0,4.420018169037023,0,0
37,11,18,0,2,0,0,5,0,0,0,0,0,0,0.0,1,0,1,2,0,0,4.023661393171459,0,0
22,13,1,0,1,0,0,3,0,0,0,0,0,0,0.0,1,0,0,0,0,0,3.7544418457133446,0,1
52,14,1,28,2,0,0,3,0,1,1,0,2,4,0.07692307692307693,1,0,1,0,0,0,4.627854381394605,0,0
43,12,23,0,3,0,0,5,0,0,0,0,0,0,0.0,1,0,1,3,0,0,4.027684161971456,0,0
72,63,1,0,2,4,0,3,0,0,0,0,0,21,0.2916666666666667,1,0,1,0,1,0,4.775430168193589,0,1
305,16,127,153,3,4,14,8,0,1,2,1,0,49,0.16065573770491803,1,0,1,6,0,0,5.741671937120692,0,0
111,12,1,89,2,0,3,4,0,1,4,3,0,18,0.16216216216216217,1,0,1,0,0,0,4.842827745257691,0,0
63,14,41,0,3,0,0,8,0,0,0,0,0,11,0.1746031746031746,1,0,1,6,0,0,4.476814447103395,0,0
471,12,21,430,13,3,0,5,0,1,10,9,15,101,0.21443736730360935,0,1,2,3,0,0,5.735312573736268,3,1
29,22,0,0,2,0,0,2,0,0,0,0,0,0,0.0,0,0,1,0,0,0,3.9523029776623857,0,1
64,18,38,0,2,2,0,6,0,0,0,0,0,0,0.0,1,0,1,3,0,0,4.274943312595187,0,0
81,13,60,0,2,8,0,5,0,0,0,0,0,0,0.0,1,0,1,2,0,0,4.302545870591558,0,0
62,14,40,0,2,3,0,5,0,0,0,0,0,0,0.0,1,0,1,3,0,0,4.571154278744062,0,0
46,13,25,0,2,1,0,4,0,0,0,0,0,0,0.0,1,0,1,2,0,0,4.32173124920605,0,0
54,25,21,0,2,0,0,5,0,0,0,0,0,0,0.0,1,0,1,2,0,0,4.004047919867464,0,0
306,15,13,269,5,2,4,4,0,1,5,4,9,24,0.0784313725490196,1,0,1,2,0,0,5.403145322105041,1,0
89,29,48,3,3,7,0,5,0,1,1,0,0,9,0.10112359550561797,1,0,1,3,1,0,4.625348004770872,0,0
21,10,3,0,1,0,0,4,0,0,0,0,0,0,0.0,1,0,0,1,0,0,3.7256507561120933,0,1
179,30,47,93,3,2,0,5,0,1,9,8,0,27,0.15083798882681565,1,0,2,3,0,0,4.98068650922354,0,0
56,7,2,38,3,0,0,6,0,2,2,0,0,1,0.017857142857142856,1,0,1,1,0,0,4.512188403968661,0,1
37,10,1,17,3,0,0,3,0,1,1,0,0,0,0.0,1,0,0,0,0,0,4.0573130823021755,0,0
62,43,11,0,3,1,0,3,0,0,0,0,0,25,0.4032258064516129,1,0,1,1,1,0,4.649456746038792,0,1
42,16,18,0,2,4,0,3,0,0,0,0,0,13,0.30952380952380953,1,0,1,1,0,0,4.302449862997396,0,0
31,10,13,0,2,0,0,4,0,0,0,0,0,0,0.0,1,0,1,2,0,0,3.7843684875968613,0,0
22,7,8,0,1,0,0,3,0,0,0,0,0,2,0.09090909090909091,0,0,0,1,0,0,3.8453509366224354,0,0
36,6,22,0,1,1,0,4,0,0,0,0,0,0,0.0,1,0,0,2,0,0,4.148955904159993,0,0
35,15,3,8,2,0,0,3,0,1,1,0,0,0,0.0,1,0,1,1,0,0,3.9084528468535207,0,1
47,39,1,0,4,2,0,3,0,0,0,0,0,1,0.02127659574468085,0,0,3,0,1,0,4.436943638635492,0,0
100,76,16,0,4,1,0,3,0,0,0,0,0,7,0.07,1,0,2,1,1,0,4.599918101015239,0,1
39,24,7,0,2,1,0,4,0,0,0,0,0,4,0.10256410256410256,1,0,1,1,0,0,4.458103180234289,0,1
71,11,52,0,1,1,0,4,0,0,0,0,0,8,0.11267605633802817,1,0,0,2,1,0,5.228844612670114,0,1
31,12,11,0,2,0,0,5,0,0,0,0,0,1,0.03225806451612903,1,0,1,3,0,0,3.8858280691364313,0,0
57,17,32,0,2,0,0,4,0,0,0,0,0,10,0.17543859649122806,1,0,1,1,0,0,4.6858009267041405,0,0
51,12,1,29,3,0,0,3,0,1,1,0,3,3,0.058823529411764705,1,0,1,0,0,0,4.470774116184354,0,0
49,30,11,0,2,2,0,4,0,0,0,0,0,3,0.061224489795918366,1,0,1,1,0,0,4.220042570081793,0,1
31,19,4,0,2,0,0,3,0,0,0,0,0,3,0.0967741935483871,1,0,1,1,0,0,4.018081793978685,0,0
72,29,35,0,2,5,0,5,0,0,0,0,0,6,0.08333333333333333,1,0,1,2,0,0,4.579957474844326,0,0
28,19,1,0,2,0,0,3,0,0,0,0,0,0,0.0,1,0,1,0,0,0,3.624518654958899,0,1
60,10,42,0,2,4,0,6,0,0,0,0,0,1,0.016666666666666666,1,0,1,3,0,0,4.1209153373406595,0,0
57,11,38,0,3,2,0,4,0,0,0,0,0,0,0.0,1,0,1,2,0,0,4.3135328398817965,0,0
131,15,26,81,2,0,0,5,0,1,10,9,0,9,0.06870229007633588,1,0,1,3,0,0,5.070087896573359,0,1
61,13,40,0,2,4,0,4,0,0,0,0,0,0,0.0,1,0,1,2,0,0,4.206827247463354,0,0
55,14,0,32,2,1,0,2,0,1,2,1,0,4,0.07272727272727272,1,0,1,0,0,0,4.374376477429129,0,0
67,7,52,0,1,0,0,4,0,0,0,0,0,9,0.13432835820895522,1,0,0,2,0,0,5.039313257331334,0,1
43,13,1,20,2,0,1,3,0,1,1,0,0,6,0.13953488372093023,1,0,1,0,0,0,4.405932127238674,0,0
62,14,40,0,2,3,0,5,0,0,0,0,0,8,0.12903225806451613,1,0,1,3,0,0,4.5244349730627755,0,0
111,10,2,90,2,4,1,3,0,1,1,0,0,16,0.14414414414414414,1,0,1,1,0,0,5.721815415665774,0,0
75,19,48,0,2,4,0,9,0,0,0,0,0,8,0.10666666666666667,1,0,1,6,0,0,4.566919237810073,0,0
24,15,1,0,3,0,0,3,0,0,0,0,0,3,0.125,1,0,2,0,0,0,3.6887218755408675,0,1
149,14,20,106,4,4,0,5,0,1,1,0,8,9,0.06040268456375839,1,0,1,3,0,0,4.625064993462615,2,0
85,76,1,0,3,1,0,3,0,0,0,0,0,9,0.10588235294117647,1,0,2,0,1,0,4.647454249162902,0,1
65,19,38,0,1,0,0,7,0,0,0,0,0,8,0.12307692307692308,1,0,0,4,0,0,4.377600652711769,0,0
33,14,11,0,2,0,0,3,0,0,0,0,0,0,0.0,1,0,0,1,0,0,3.774207847816222,0,0
74,14,52,0,2,4,0,6,0,0,0,0,0,3,0.04054054054054054,1,0,1,3,0,0,4.4219137578609065,0,0
36,10,18,0,1,0,0,5,0,0,0,0,0,0,0.0,1,0,0,2,0,0,4.228972140861,0,0
57,13,36,0,1,1,0,6,0,0,0,0,0,0,0.0,1,0,0,3,0,0,4.084666496765713,0,0
46,11,8,18,3,0,0,3,0,1,3,2,0,7,0.15217391304347827,1,0,1,1,0,0,4.303149662852282,0,0
67,7,52,0,1,0,0,4,0,0,0,0,0,7,0.1044776119402985,1,0,0,2,0,0,4.999164661273233,0,1
71,11,52,0,1,1,0,4,0,0,0,0,0,2,0.028169014084507043,1,0,0,2,1,0,5.011803633314944,0,1
41,32,1,0,2,0,0,3,0,0,0,0,0,0,0.0,1,0,1,0,0,0,3.98587320077595,0,1
65,13,31,13,1,2,0,5,0,1,1,0,1,1,0.015384615384615385,0,0,0,3,0,0,4.414621759735872,1,0
52,15,6,23,2,0,0,3,0,1,1,0,0,0,0.0,0,0,1,1,0,0,4.353533948577482,1,0
94,17,69,0,2,5,0,7,0,0,0,0,0,0,0.0,1,0,1,4,0,0,4.335233837154962,0,0
44,21,1,13,2,0,1,3,0,1,1,0,0,5,0.11363636363636363,1,0,1,0,0,0,4.635234743489788,0,0
60,15,37,0,2,2,0,6,0,0,0,0,0,0,0.0,1,0,1,4,0,0,4.243331636806434,0,0
57,39,11,0,5,1,0,3,0,0,0,0,0,8,0.14035087719298245,0,0,3,1,1,0,4.470631409046415,0,0
67,12,11,35,1,0,3,3,1,1,2,1,0,0,0.0,1,0,0,1,0,0,4.407737005968154,0,0
59,15,36,0,4,0,0,5,0,0,0,0,1,2,0.03389830508474576,1,0,1,2,0,1,4.2870673631344225,0,0
77,23,46,0,2,1,1,7,0,0,0,0,0,0,0.0,1,0,0,5,1,0,4.350151477270983,1,1
101,14,79,0,3,5,0,8,0,0,0,0,0,7,0.06930693069306931,1,0,1,6,0,0,4.545180761491781,0,0
826,25,43,749,2,9,0,4,0,1,2,1,29,159,0.19249394673123488,1,0,1,2,0,0,5.919455170616442,2,0
23,6,9,0,1,0,0,3,0,0,0,0,0,4,0.17391304347826086,1,0,0,1,0,0,3.7950885863977324,0,0
50,13,29,0,2,0,0,6,0,0,0,0,0,0,0.0,1,0,1,4,0,0,4.050881379939832,0,0
205,16,24,156,3,0,3,4,0,1,2,1,0,17,0.08292682926829269,1,0,1,2,0,0,5.722928562783732,0,1
88,80,0,0,3,0,0,2,0,0,0,0,0,4,0.045454545454545456,1,0,2,0,0,0,4.7290005848323515,0,1
33,14,11,0,3,0,0,3,0,0,0,0,0,0,0.0,1,0,1,1,0,0,3.836081907815205,0,0
287,12,23,243,3,0,27,3,0,1,9,8,0,36,0.1254355400696864,1,0,1,1,0,0,4.8665721997354305,0,0
97,43,46,0,2,0,4,4,0,0,0,0,0,0,0.0,1,0,1,2,0,0,4.196124076421322,0,1
32,15,9,0,2,0,0,3,0,0,0,0,0,2,0.0625,1,0,1,1,0,0,4.280639062229566,0,0
120,12,1,98,2,0,0,3,0,1,2,1,10,20,0.16666666666666666,1,0,1,0,0,0,4.812960183654135,0,0
100,10,82,0,1,9,0,7,0,0,0,0,0,4,0.04,1,0,0,5,0,0,4.614855726748475,0,0
111,10,2,90,2,4,0,3,0,1,1,0,0,16,0.14414414414414414,1,0,1,1,0,0,5.609290866155205,0,0
41,18,15,0,2,0,0,4,0,0,0,0,0,0,0.0,1,0,1,2,0,0,4.043544614839371,0,0
55,47,0,0,3,3,0,2,0,0,0,0,0,4,0.07272727272727272,1,0,2,0,1,0,4.601471477350457,0,1
67,7,52,0,1,0,0,4,0,0,0,0,0,13,0.19402985074626866,1,0,0,2,0,0,5.077064376928064,0,1
117,40,69,0,5,5,1,7,0,0,0,0,0,12,0.10256410256410256,1,0,3,5,0,0,4.753161384405978,0,0
84,76,0,0,3,1,0,2,0,0,0,0,0,5,0.05952380952380952,1,0,2,0,1,0,4.809366388127237,0,1
24,17,0,0,2,0,0,2,0,0,0,0,0,0,0.0,0,0,1,0,0,0,4.084962500721156,0,1
84,76,0,0,3,1,0,2,0,0,0,0,0,9,0.10714285714285714,1,0,2,0,1,0,4.7906198813344085,0,1
31,7,16,0,1,0,0,6,0,0,0,0,0,3,0.0967741935483871,1,0,0,4,0,0,3.937751955408586,0,0
23,14,1,0,2,0,0,3,0,0,0,0,0,0,0.0,1,0,1,0,0,0,3.240528260216712,0,1
23,15,0,0,2,0,0,2,0,0,0,0,0,0,0.0,1,0,1,0,0,0,3.7409532604048397,0,0
40,31,1,0,2,0,0,3,0,0,0,0,0,0,0.0,1,0,1,0,0,0,4.034183719779189,0,1
25,16,1,0,2,0,0,3,0,0,0,0,0,0,0.0,1,0,1,0,0,0,3.653660689688185,0,1
35,18,9,0,1,0,0,4,0,0,0,0,0,0,0.0,1,0,0,1,0,0,3.9217212310452396,0,0
305,10,1,285,1,3,15,3,0,1,9,8,0,41,0.13442622950819672,1,0,0,0,0,0,5.6139891743766945,0,0
80,7,65,0,1,0,0,4,0,0,0,0,0,12,0.15,1,0,0,2,0,0,4.689063213848729,0,1
43,28,7,0,2,0,0,3,0,0,0,0,0,1,0.023255813953488372,1,0,1,1,0,0,4.361742952124949,0,1
53,14,17,13,3,2,0,4,0,2,1,0,0,8,0.1509433962264151,1,0,1,2,0,0,4.614344039305579,0,0
36,27,1,0,2,0,0,3,0,0,0,0,0,0,0.0,1,0,1,0,0,0,4.107017709595356,0,1
36,27,1,0,2,0,0,3,0,0,0,0,0,0,0.0,1,0,1,0,0,0,3.8928647666912815,0,1
88,15,65,0,3,6,1,4,0,0,0,0,0,19,0.2159090909090909,1,0,1,2,0,0,4.877243557077997,0,0
51,13,30,0,2,5,0,3,0,0,0,0,0,0,0.0,1,0,1,1,0,0,4.170398696204285,0,0
45,18,19,0,2,0,0,5,0,0,0,0,0,10,0.2222222222222222,1,0,1,2,0,0,4.273432620256109,0,0
43,22,13,0,1,0,0,3,0,0,0,0,0,12,0.27906976744186046,1,0,0,1,0,0,4.518833359152008,0,1
92,19,65,0,1,1,0,4,0,0,0,0,0,7,0.07608695652173914,1,0,0,2,1,0,4.820896706990773,0,1
31,22,1,0,2,2,0,3,0,0,0,0,0,3,0.0967741935483871,1,0,1,0,1,0,4.042433003725894,0,1
285,11,25,240,3,10,3,5,0,1,5,4,6,71,0.24912280701754386,1,0,0,3,0,0,5.4749196165070355,2,0
86,14,64,0,3,5,0,6,0,0,0,0,0,5,0.05813953488372093,1,0,1,4,1,0,4.311561453969913,0,0
92,19,65,0,1,1,0,4,0,0,0,0,0,9,0.09782608695652174,1,0,0,2,1,0,4.8412993911601845,0,1
42,19,15,0,2,0,0,3,0,0,0,0,0,1,0.023809523809523808,1,0,1,1,0,0,4.26650283908485,0,0
83,26,49,0,2,1,0,4,0,0,0,0,12,9,0.10843373493975904,1,0,1,2,0,0,4.49096959466084,0,0
55,11,6,29,1,1,0,4,0,1,2,1,0,11,0.2,1,0,0,1,1,0,5.222179940758048,0,1
44,25,11,0,4,0,0,3,0,0,0,0,0,0,0.0,1,0,2,1,0,0,3.8510020747016847,0,0
101,21,31,40,3,4,0,3,0,1,1,0,0,18,0.1782178217821782,1,0,1,1,0,0,4.813875532505901,0,1
85,15,62,0,3,6,1,4,0,0,0,0,0,14,0.16470588235294117,1,0,1,2,0,0,4.819102372289761,0,0
71,11,52,0,1,1,0,4,0,0,0,0,0,12,0.16901408450704225,1,0,0,2,1,0,5.0931337391011064,0,1
81,11,1,60,2,1,2,3,0,1,1,1,17,24,0.2962962962962963,1,0,1,0,0,0,4.074416215605605,0,0
90,9,73,0,1,10,0,5,0,0,0,0,0,0,0.0,1,0,0,2,0,0,4.124435459644513,0,0
84,14,5,56,4,0,0,5,0,1,2,1,0,18,0.21428571428571427,1,0,1,1,0,0,4.816391274624652,0,0
34,25,1,0,2,0,0,3,0,0,0,0,0,2,0.058823529411764705,1,0,1,0,0,0,4.079678649882975,0,1
251,12,17,214,10,1,3,9,0,3,5,4,0,37,0.14741035856573706,0,1,2,1,0,0,5.560086766024389,2,1
80,19,53,0,1,1,0,5,0,0,0,0,0,8,0.1,1,0,0,2,1,0,5.17019102629464,0,1
104,19,53,23,1,1,0,5,0,1,2,1,0,12,0.11538461538461539,1,0,0,2,1,0,5.323203666052455,0,1
92,19,65,0,1,1,0,4,0,0,0,0,0,10,0.10869565217391304,1,0,0,2,1,0,4.814688348371781,0,1
60,9,43,0,1,4,0,4,0,0,0,0,0,17,0.2833333333333333,1,0,0,2,0,0,4.564735178725504,0,1
70,15,1,45,2,0,2,3,0,1,2,1,0,0,0.0,1,0,1,0,0,0,4.378406590159426,0,0
103,32,1,61,2,2,2,3,0,1,1,0,0,3,0.02912621359223301,1,0,1,0,1,0,5.171402348073405,0,1
57,15,34,0,3,1,0,5,0,0,0,0,0,5,0.08771929824561403,1,0,1,3,0,0,4.334642813879517,0,0
63,14,41,0,2,4,0,5,0,0,0,0,0,0,0.0,1,0,1,2,0,0,4.264368764797774,0,0
26,17,1,0,2,1,0,3,0,0,0,0,0,2,0.07692307692307693,1,0,1,0,1,0,3.997952698660691,0,1
58,15,36,0,3,0,0,5,0,0,0,0,0,0,0.0,0,0,1,3,0,0,4.159644900920367,0,0
85,76,1,0,3,1,0,3,0,0,0,0,0,7,0.08235294117647059,1,0,2,0,1,0,4.878188183716967,0,1
190,15,108,58,3,2,4,7,0,1,4,3,0,18,0.09473684210526316,1,0,1,5,0,0,5.579930263602163,0,1
27,18,1,0,2,0,0,3,0,0,0,0,0,3,0.1111111111111111,1,0,1,0,0,0,3.9861879650463035,0,1
164,10,5,140,1,1,6,4,0,1,4,3,0,17,0.10365853658536585,1,0,0,1,0,0,5.522143547739822,0,0
115,16,32,58,2,2,2,7,0,1,3,2,1,10,0.08695652173913043,1,0,1,5,1,0,5.134627142268964,0,0
22,15,0,0,2,0,0,2,0,0,0,0,0,0,0.0,0,0,1,0,0,0,3.82306798227366,0,1
82,11,63,0,3,5,0,6,0,0,0,0,0,0,0.0,1,0,1,4,0,0,4.254906925810122,0,0
86,16,62,0,2,6,0,5,0,0,0,0,0,0,0.0,1,0,1,2,0,0,4.365827365011641,0,0
78,19,51,0,3,5,0,5,0,0,0,0,0,0,0.0,1,0,2,3,0,0,4.315135996378253,0,0
44,22,14,0,3,1,0,3,0,0,0,0,0,0,0.0,1,0,1,1,1,0,4.237285311573266,0,1
73,12,53,0,2,6,0,6,0,0,0,0,0,0,0.0,1,0,1,3,0,0,4.186812100185609,0,0
173,15,108,41,2,2,0,7,0,1,3,2,0,19,0.10982658959537572,1,0,1,5,0,0,5.545541987299235,0,1
102,10,26,57,1,38,1,3,0,1,1,0,6,8,0.0784313725490196,1,0,0,1,0,0,3.909436386042435,0,0
66,43,15,0,3,1,1,3,0,0,0,0,0,24,0.36363636363636365,1,0,1,1,1,0,4.714869786603084,0,1
161,14,139,0,3,12,0,8,0,0,0,0,0,8,0.049689440993788817,1,0,1,6,0,0,4.327825249342801,0,0
52,13,31,0,2,0,0,6,0,0,0,0,0,2,0.038461538461538464,1,0,0,4,0,0,4.1907571515253625,0,1
56,10,38,0,2,3,0,6,0,0,0,0,0,0,0.0,1,0,1,3,0,0,4.157290136452104,0,0
61,15,22,15,2,0,0,6,0,1,1,0,0,0,0.0,1,0,1,3,0,0,4.342313518061555,0,0
51,18,25,0,2,2,0,4,0,0,0,0,0,9,0.17647058823529413,1,0,1,2,0,0,4.427642136964359,0,0
61,13,40,0,1,3,0,5,0,0,0,0,0,0,0.0,1,0,0,2,0,0,4.281501945200135,0,0
104,19,77,0,2,1,0,5,0,0,0,0,0,6,0.057692307692307696,1,0,0,3,1,0,4.75099429101085,0,1
34,25,1,0,2,1,0,3,0,0,0,0,0,6,0.17647058823529413,1,0,1,0,1,0,4.373796296941798,0,1
53,9,36,0,3,0,2,6,0,0,0,0,0,5,0.09433962264150944,1,0,1,4,0,0,4.699065265639031,0,0
28,21,0,0,2,0,0,2,0,0,0,0,0,0,0.0,0,0,1,0,0,0,3.9102329406731844,0,1
175,15,108,43,2,3,0,7,0,1,3,2,0,18,0.10285714285714286,1,0,1,5,0,0,5.610051024909857,0,1
65,24,33,0,2,1,0,4,0,0,0,0,0,3,0.046153846153846156,1,0,1,2,1,0,4.9009239208810556,0,0
96,23,65,0,3,0,0,4,0,0,0,0,0,11,0.11458333333333333,1,0,2,2,0,0,4.84702302268308,0,1
235,15,1,210,2,1,20,3,0,1,7,6,0,33,0.14042553191489363,1,0,1,0,0,0,5.063771758540522,0,0
68,19,41,0,3,6,0,5,0,0,0,0,0,1,0.014705882352941176,1,0,2,3,0,0,4.3315791586583146,0,0
34,19,7,0,2,0,0,4,0,0,0,0,0,0,0.0,1,0,1,1,0,0,3.85586569475248,0,0
57,30,19,0,4,0,0,4,0,0,0,0,0,0,0.0,1,0,2,2,0,0,4.170976751827889,0,0
339,24,10,296,6,6,6,4,0,1,22,21,4,115,0.3392330383480826,1,0,1,2,1,0,5.252004529064919,0,0
35,16,11,0,3,0,0,3,0,0,0,0,0,0,0.0,1,0,1,1,0,0,3.886884632505993,0,0
41,33,0,0,3,0,0,2,0,0,0,0,0,0,0.0,1,0,2,0,0,0,3.9674613104792797,0,1
34,13,13,0,2,0,0,4,0,0,0,0,0,0,0.0,1,0,1,2,0,0,4.13850217929474,1,0
69,12,7,41,1,0,2,3,1,1,2,1,1,4,0.057971014492753624,1,0,0,1,0,0,4.707028450919651,0,0
51,31,12,0,2,2,0,5,0,0,0,0,0,3,0.058823529411764705,1,0,1,2,1,0,4.375582881433896,0,1
36,29,0,0,2,0,0,2,0,0,0,0,0,1,0.027777777777777776,0,0,1,0,0,0,3.919381945646371,0,1
64,14,42,0,2,4,0,4,0,0,0,0,0,18,0.28125,1,0,1,2,0,0,4.528424852072125,0,1
39,15,1,14,3,0,0,3,0,1,1,0,0,0,0.0,1,0,1,0,0,0,4.265544846790009,0,0
167,15,108,35,2,1,3,7,0,1,3,2,0,15,0.08982035928143713,1,0,1,5,0,0,5.602899278032332,0,1
34,15,11,0,3,1,0,3,0,0,0,0,0,0,0.0,1,0,1,1,1,0,3.917626443873359,0,0
52,18,26,0,2,1,0,4,0,0,0,0,0,0,0.0,1,0,1,2,0,0,3.966998074152292,0,0
84,25,51,0,3,2,0,7,0,0,0,0,0,12,0.14285714285714285,1,0,1,5,0,0,4.547654215629344,0,0
58,49,1,0,3,4,0,3,0,0,0,0,0,3,0.05172413793103448,1,0,2,0,1,0,4.44807690011348,0,1
26,6,6,5,1,0,0,3,0,1,0,0,0,2,0.07692307692307693,1,0,0,1,0,0,3.979097891134804,0,0
45,38,0,0,2,0,0,2,0,0,0,0,0,2,0.044444444444444446,0,0,1,0,0,0,4.144537752260993,0,1
94,22,9,55,3,0,0,3,0,1,5,4,0,23,0.24468085106382978,0,0,1,1,0,0,4.758766979466826,0,0
49,14,27,0,3,0,0,5,0,0,0,0,0,12,0.24489795918367346,1,0,1,3,0,0,4.224118711718931,0,0
121,14,30,68,2,4,0,3,0,1,1,0,0,14,0.11570247933884298,1,0,1,1,0,0,5.467301903606953,0,0
92,10,14,59,2,0,4,5,0,1,3,2,0,20,0.21739130434782608,1,0,1,2,0,0,4.82804633736808,0,0
35,9,18,0,1,0,0,3,0,0,0,0,0,3,0.08571428571428572,1,0,0,1,0,0,4.457575159678481,0,0
39,17,14,0,2,0,0,6,0,0,0,0,0,0,0.0,1,0,1,3,0,0,3.938496449298638,0,0
255,20,227,0,6,14,17,12,0,0,0,0,0,78,0.3058823529411765,1,0,1,10,1,0,4.958369589975016,0,0
21,13,0,0,2,0,0,2,0,0,0,0,0,0,0.0,1,0,1,0,0,0,3.5351745656359035,0,1
122,11,74,28,4,4,0,7,0,1,1,0,0,0,0.0,1,0,1,5,0,0,4.544994963350817,0,0
32,13,11,0,2,0,0,3,0,0,0,0,0,3,0.09375,1,0,1,1,0,0,3.5931390622295662,0,0
46,27,11,0,4,2,0,3,0,0,0,0,0,0,0.0,1,0,2,1,1,0,3.8492239123906247,0,0
65,11,29,17,5,1,0,4,0,1,1,0,0,0,0.0,0,0,1,2,0,0,4.148173353289972,0,0
58,16,34,0,2,2,0,5,0,0,0,0,0,0,0.0,1,0,1,3,0,0,4.321884720475833,0,0
51,21,22,0,3,0,0,4,0,0,0,0,0,3,0.058823529411764705,1,0,2,2,0,0,4.455972400455659,0,1
72,22,42,0,2,6,0,4,0,0,0,0,0,5,0.06944444444444445,1,0,1,2,1,0,4.558629606048632,0,0
49,14,27,0,3,0,0,5,0,0,0,0,0,12,0.24489795918367346,1,0,1,3,0,0,4.22411871171893,0,0
36,27,1,0,2,0,0,3,0,0,0,0,0,0,0.0,1,0,1,0,0,0,3.796982724630629,1,1
